date,state_code,total_tests,new_tests,total_cases,new_cases,total_negatives,new_negatives,total_deaths,new_deaths,total_hospitalized,currently_hospitalized,new_hospitalized,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade
20200618,KS,142124,0,11681,0,130443,0,247,0,1011,,0,,333,,146,696,A
20200618,KY,306380,6511,13197,202,293183,6309,520,2,2482,400,27,68,975,,,3506,B
20200618,LA,545221,0,48634,0,496587,0,3062,0,,585,0,,,83,,37017,B
20200618,MA,741260,9214,106422,271,634838,8943,7770,36,10985,968,60,227,,125,,91404,A+
20200618,MD,447608,6265,63229,260,384379,6005,3016,20,10357,660,48,269,,,,4640,A
20200618,ME,74060,42,2878,42,71182,0,102,0,323,27,0,10,,4,,2300,A
20200618,MI,850186,301,66798,301,783388,0,6061,25,,557,0,209,,101,,44964,A+
20200618,MN,460879,12292,31675,379,429204,11913,1376,19,3718,345,29,171,1144,,,27566,A
20200618,MO,297342,12340,16908,283,280434,12057,946,37,,533,0,,,64,,,B
20200618,MP,8169,0,30,0,8139,0,2,0,,,0,,,,,19,D
20200618,MS,238715,-5674,20641,0,218074,-5674,938,0,2767,668,0,161,,100,,15323,A
20200618,MT,66870,1355,655,25,66215,1330,20,0,81,8,3,,,,,545,C
20200618,NC,693678,26256,48188,1333,645490,24923,1175,7,,857,0,,,,,29219,A
20200618,ND,90654,980,3193,27,87461,953,70,0,208,26,7,,,,,2809,D
20200618,NE,144813,2426,17226,195,127587,2231,234,3,1141,156,25,,,,,10761,D
20200618,NH,101984,1898,5436,72,96548,1826,330,4,531,56,10,,156,,,4104,B
20200618,NJ,1171734,23893,168107,404,1003627,23489,12800,31,19010,1258,0,319,,257,,29101,A+
20200618,NM,275897,4344,10065,132,265832,4212,452,5,1715,161,17,,,,,4351,C
20200618,NV,230796,3186,12076,234,218720,2952,489,3,,357,0,93,,55,,641,A+
20200618,NY,3179660,68541,385760,618,2793900,67923,24661,32,89995,1358,0,388,,278,,69243,A
20200618,OH,600024,15461,43122,700,556902,14761,2633,22,7104,547,53,219,1807,149,,,B
20200618,OK,269553,4121,9354,450,260199,3671,366,2,1146,197,0,89,,,,7071,A+
20200618,OR,189136,4786,6366,148,182770,4638,187,4,933,141,4,46,,28,,2502,A+
20200618,PA,624068,11237,80236,418,543832,10819,6361,42,,740,0,,,170,,60979,A+
20200618,PR,119391,108,6111,108,113280,0,147,0,,73,0,9,,5,,,C
20200618,RI,139570,1290,16354,71,123216,1219,885,9,1911,126,13,23,,13,,1502,A+
20200618,SC,280523,7769,21548,992,258975,6777,621,4,2055,626,0,,,,,9734,A
20200618,SD,70353,1365,6109,59,64244,1306,78,0,585,93,15,,,,,5221,B
20200618,TN,652394,7821,32829,686,619565,7135,509,12,2209,617,29,,,,,21949,B
20200618,TX,1407741,38103,99851,3516,1307890,34587,2105,43,,2947,0,,,,,63812,B
20200618,UT,282685,3993,15839,495,266846,3498,152,3,1120,282,18,66,326,,145,8786,A
20200618,VA,502068,7727,56238,463,445830,7264,1586,3,8350,857,-17,241,,129,,7493,A+
20200618,VI,2427,0,73,0,2354,0,6,0,,,0,,,,,64,C
20200618,VT,54745,1082,1135,5,53610,1077,56,1,,11,0,,,,,917,B
20200618,WA,470043,6619,28575,320,441468,6299,1226,-5,3938,263,23,,,47,,,B
20200618,WI,460503,10638,26590,461,433913,10177,719,7,3160,240,32,83,701,,,18055,A+
20200618,WV,144429,3059,2418,42,142011,3017,88,0,,25,0,5,,2,,1665,B
20200618,WY,36154,1085,1144,30,35010,1055,18,0,97,8,0,,,,,870,C
20200617,AK,77709,1494,696,20,77013,1474,12,0,,23,0,,,0,,438,A
20200617,AL,310723,5299,27312,400,283411,4899,790,5,2352,677,37,,687,,401,15974,B
20200617,AR,220699,15133,13606,415,207093,14718,197,15,1052,217,26,,,53,168,8996,A
20200617,AS,174,0,0,0,174,0,0,0,,,0,,,,,,C
20200617,AZ,366193,11859,40924,1827,325269,10032,1239,20,4224,1582,15,531,,346,,6715,A+
20200617,CA,2997988,60233,157015,3455,2840973,56778,5208,87,,4522,0,1318,,,,,B
20200617,CO,256667,3511,29442,143,227225,3368,1373,0,5272,290,3,,,,,4231,A
20200617,CT,367858,6438,45429,80,322429,6358,4219,9,9912,186,0,,,,,7611,B
20200617,DC,70086,2960,9847,29,60239,2931,523,3,,197,0,73,,47,,1155,A+
20200617,DE,86587,513,10444,41,76143,472,502,3,,83,0,,,,,6305,A
20200617,FL,1485759,25450,82719,2610,1403040,22840,3110,25,12673,,184,,,,,,A
20200617,GA,650467,15489,60030,952,590437,14537,2575,46,9543,881,89,,2084,,,,A
20200617,GU,9198,166,188,2,9010,164,5,0,,0,0,0,,0,,170,A
20200617,HI,63243,1215,740,4,62503,1211,17,0,92,,1,,,,,637,D
20200617,IA,235131,4493,24461,282,210670,4211,673,4,,188,0,64,,47,,15289,A+
20200617,ID,66784,1137,3540,78,63244,1059,88,0,275,28,5,8,101,,,2921,A
20200617,IL,1259189,29987,135046,546,1124143,29441,6666,87,,1878,0,563,,331,,,A
20200617,IN,371182,7437,41013,227,330169,7210,2475,28,6526,789,45,238,1384,105,,29671,A+
20200617,KS,142124,5162,11681,262,130443,4900,247,2,1011,,23,,333,,146,696,A
20200617,KY,299869,3836,12995,166,286874,3670,518,6,2455,416,19,61,971,,,3444,B
20200617,LA,545221,12504,48634,928,496587,11576,3062,20,,585,0,,,83,,37017,B
20200617,MA,732046,8399,106151,266,625895,8133,7734,69,10925,998,58,227,,135,,88725,A+
20200617,MD,441343,12118,62969,560,378374,11558,2996,14,10309,702,47,283,,,,4596,A
20200617,ME,74018,1683,2836,17,71182,1666,102,1,323,27,2,10,,5,,2275,A
20200617,MI,849885,14351,66497,228,783388,14123,6036,2,,562,0,210,,131,,44964,A+
20200617,MN,448587,19442,31296,414,417291,19028,1357,13,3689,351,31,181,1136,,,27404,A
20200617,MO,285002,211,16625,211,268377,0,909,27,,533,0,,,66,,,B
20200617,MP,8169,0,30,0,8139,0,2,0,,,0,,,,,19,D
20200617,MS,244389,3586,20641,489,223748,3097,938,23,2767,668,39,161,,100,,15323,A
20200617,MT,65515,1938,630,16,64885,1922,20,1,78,5,-1,,,,,538,C
20200617,NC,667422,16001,46855,1002,620567,14999,1168,14,,846,0,,,,,29219,A
20200617,ND,89674,1023,3166,42,86508,981,70,1,201,25,1,,,,,2756,D
20200617,NE,142387,2874,17031,180,125356,2694,231,11,1116,156,28,,,,,10529,D
20200617,NH,100086,1213,5364,19,94722,1194,326,6,521,62,2,,155,,,4067,B
20200617,NJ,1147841,16059,167703,277,980138,15782,12769,42,19010,1352,131,358,,254,,28966,A+
20200617,NM,271553,3632,9933,88,261620,3544,447,7,1698,156,12,,,,,4217,C
20200617,NV,227610,5136,11842,184,215768,4952,486,1,,360,0,96,,45,,640,A+
20200617,NY,3111119,59341,385142,567,2725977,58774,24629,21,89995,1479,0,431,,304,,69085,A
20200617,OH,584563,16430,42422,412,542141,16018,2611,14,7051,541,44,215,1797,148,,,B
20200617,OK,265432,3627,8904,259,256528,3368,364,1,1146,181,16,92,,,,6898,A+
20200617,OR,184350,4812,6218,120,178132,4692,183,1,929,158,17,54,,26,,2457,A+
20200617,PA,612831,9739,79818,335,533013,9404,6319,43,,788,0,,,179,,59863,A+
20200617,PR,119283,52,6003,52,113280,0,147,0,,78,0,8,,1,,,C
20200617,RI,138280,1258,16283,51,121997,1207,876,11,1898,126,9,17,,13,,1489,A+
20200617,SC,272754,5075,20556,566,252198,4509,617,10,2055,607,0,,,,,9734,A
20200617,SD,68988,1786,6050,84,62938,1702,78,1,570,91,8,,,,,5143,B
20200617,TN,644573,5583,32143,313,612430,5270,497,4,2180,632,34,,,,,21282,B
20200617,TX,1369638,21196,96335,3129,1273303,18067,2062,33,,2793,0,,,,,62368,B
20200617,UT,278692,2992,15344,407,263348,2585,149,4,1102,270,29,64,321,,142,8552,A
20200617,VA,494341,8903,55775,444,438566,8459,1583,13,8367,938,122,249,,120,,7429,A+
20200617,VI,2427,49,73,0,2354,49,6,0,,,0,,,,,64,C
20200617,VT,53663,773,1130,-1,52533,774,55,0,,5,0,,,,,915,B
20200617,WA,463424,8913,28255,330,435169,8583,1231,10,3915,256,21,,,47,,,B
20200617,WI,449865,9691,26129,285,423736,9406,712,9,3128,244,32,94,696,,,17613,A+
20200617,WV,141370,4299,2376,35,138994,4264,88,0,,23,0,7,,2,,1654,B
20200617,WY,35069,656,1114,25,33955,631,18,0,97,7,1,,,,,862,C
20200616,AK,76215,1778,676,12,75539,1766,12,0,,22,0,,,2,,429,A
20200616,AL,305424,2750,26912,640,278512,2110,785,11,2315,678,56,,682,,399,13508,B
20200616,AR,205566,1428,13191,274,192375,1154,182,0,1026,214,23,,,45,165,8352,A
20200616,AS,174,0,0,0,174,0,0,0,,,0,,,,,,C
20200616,AZ,354334,9077,39097,2392,315237,6685,1219,25,4209,1506,27,502,,340,,6598,A+
20200616,CA,2937755,69573,153560,2108,2784195,67465,5121,32,,4462,0,1272,,,,,B
20200616,CO,253156,4071,29299,169,223857,3902,1373,25,5269,276,25,,,,,4196,A
20200616,CT,361420,5043,45349,114,316071,4929,4210,6,9912,201,0,,,,,7611,B
20200616,DC,67126,1280,9818,19,57308,1261,520,5,,192,0,70,,49,,1155,A+
20200616,DE,86074,1388,10403,63,75671,1325,499,1,,87,0,,,,,6256,A
20200616,FL,1460309,30125,80109,2783,1380200,27342,3085,55,12489,,191,,,,,,A
20200616,GA,634978,4482,59078,664,575900,3818,2529,35,9454,875,132,,2065,,,,A
20200616,GU,9032,274,186,1,8846,273,5,0,,,0,,,,,169,B
20200616,HI,62028,554,736,8,61292,546,17,0,91,,0,,,,,630,D
20200616,IA,230638,3250,24179,126,206459,3124,669,14,,193,0,71,,49,,15025,A+
20200616,ID,65647,2667,3462,63,62185,2604,88,1,270,24,4,6,100,,,2877,A
20200616,IL,1229202,18729,134500,623,1094702,18106,6579,72,,1939,0,561,,331,,,A
20200616,IN,363745,7916,40786,356,322959,7560,2447,14,6481,860,30,313,1383,121,,29093,A+
20200616,KS,136962,0,11419,0,125543,0,245,0,988,,0,,327,,143,676,A
20200616,KY,296033,182,12829,182,283204,0,512,7,2436,395,3,69,969,,,3431,B
20200616,LA,532717,13992,47706,534,485011,13458,3042,24,,588,0,,,77,,37017,B
20200616,MA,723647,6416,105885,195,617762,6221,7665,18,10867,1045,50,244,,151,,88725,A+
20200616,MD,429225,8117,62409,377,366816,7740,2982,35,10262,742,40,284,,,,4579,B
20200616,ME,72335,1364,2819,9,69516,1355,101,0,321,30,4,10,,6,,2233,B
20200616,MI,835534,11497,66269,184,769265,11313,6034,17,,562,0,210,,131,,44964,A+
20200616,MN,429145,6223,30882,189,398263,6034,1344,9,3658,357,28,185,1128,,,27006,A
20200616,MO,284791,4850,16414,225,268377,4625,882,2,,524,0,,,66,,,B
20200616,MP,8169,0,30,0,8139,0,2,0,,,0,,,,,19,D
20200616,MS,240803,10300,20152,353,220651,9947,915,20,2728,668,48,160,,98,,15323,A
20200616,MT,63577,2640,614,5,62963,2635,19,0,79,8,1,,,,,535,C
20200616,NC,651421,12942,45853,751,605568,12191,1154,36,,829,0,,,,,29219,A
20200616,ND,88651,875,3124,23,85527,852,69,1,200,26,3,,,,,2720,D
20200616,NE,139513,1758,16851,126,122662,1632,220,4,1088,160,13,,,,,10351,D
20200616,NH,98873,0,5345,0,93528,0,320,0,519,69,0,,154,,,4041,B
20200616,NJ,1131782,15699,167426,323,964356,15376,12727,51,18879,1291,124,362,,245,,28872,A+
20200616,NM,267921,4256,9845,122,258076,4134,440,5,1686,161,61,,,,,4160,C
20200616,NV,222474,6040,11658,379,210816,5661,485,2,,349,0,87,,48,,640,A+
20200616,NY,3051778,60568,384575,631,2667203,59937,24608,29,89995,1538,0,449,,303,,68938,A
20200616,OH,568133,10965,42010,434,526123,10531,2597,24,7007,528,59,216,1784,151,,,B
20200616,OK,261805,10801,8645,228,253160,10573,363,4,1130,172,13,75,,,,6765,A+
20200616,OR,179538,3402,6098,278,173440,3124,182,2,912,141,13,50,,22,,2431,A+
20200616,PA,603092,10062,79483,362,523609,9700,6276,33,,800,0,,,179,,59612,A+
20200616,PR,119231,61,5951,61,113280,0,147,0,,94,0,9,,1,,,C
20200616,RI,137022,1538,16232,52,120790,1486,865,14,1889,129,7,16,,13,,1479,A+
20200616,SC,267679,12122,19990,612,247689,11510,607,5,2055,571,67,,,,,9734,A
20200616,SD,67202,807,5966,38,61236,769,77,2,562,92,18,,,,,5069,B
20200616,TN,638990,9012,31830,670,607160,8342,493,10,2146,621,40,,,,,20710,B
20200616,TX,1348442,33681,93206,4098,1255236,29583,2029,46,,2518,0,,,,,60681,B
20200616,UT,275700,2762,14937,329,260763,2433,145,2,1073,271,32,,311,,138,8470,B
20200616,VA,485438,6439,55331,445,430107,5994,1570,18,8245,904,113,241,,125,,7341,A+
20200616,VI,2378,0,73,0,2305,0,6,0,,,0,,,,,64,C
20200616,VT,52890,333,1131,3,51759,330,55,0,,12,0,,,,,914,B
20200616,WA,454511,10942,27925,432,426586,10510,1221,4,3894,235,38,,,38,,,B
20200616,WI,440174,11181,25844,298,414330,10883,703,9,3096,275,35,100,687,,,17122,A+
20200616,WV,137071,5118,2341,43,134730,5075,88,0,,24,0,8,,3,,1636,B
20200616,WY,34413,1807,1089,29,33324,1778,18,0,96,7,3,,,,,852,C
20200615,AK,74437,970,664,3,73773,967,12,0,,21,0,,,3,,417,A
20200615,AL,302674,5219,26272,657,276402,4562,774,1,2259,546,4,,676,,395,13508,B
20200615,AR,204138,7149,12917,416,191221,6733,182,3,1003,206,5,,,45,163,8352,B
20200615,AS,174,0,0,0,174,0,0,0,,,0,,,,,,C
20200615,AZ,345257,7212,36705,1014,308552,6198,1194,8,4182,1449,34,464,,307,,6462,A+
20200615,CA,2868182,66186,151452,2597,2716730,63589,5089,26,,4323,0,1270,,,,,B
20200615,CO,249085,4442,29130,113,219955,4329,1348,0,5244,276,0,,,,,4196,A
20200615,CT,356377,7271,45235,147,311142,7124,4204,3,9912,203,0,,,,,7611,B
20200615,DC,65846,1316,9799,32,56047,1284,515,0,,191,0,76,,48,,1155,A+
20200615,DE,84686,2899,10340,76,74346,2823,498,2,,88,0,,,,,6172,A
20200615,FL,1430184,21169,77326,1758,1352858,19411,3030,8,12298,,74,,,,,,A
20200615,GA,630496,9706,58414,733,572082,8973,2494,43,9322,865,74,,2043,,,,A
20200615,GU,8758,215,185,0,8573,215,5,0,,,0,,,,,169,B
20200615,HI,61474,1152,728,5,60746,1147,17,0,91,,2,,,,,629,D
20200615,IA,227388,2754,24053,127,203335,2627,655,3,,197,0,71,,51,,14625,A+
20200615,ID,62980,0,3399,0,59581,0,87,0,266,23,0,5,98,,,2837,A
20200615,IL,1210473,18627,133877,473,1076596,18154,6507,18,,1961,0,569,,340,,,A
20200615,IN,355829,7438,40430,521,315399,6917,2433,11,6451,882,32,305,1368,123,,28744,A+
20200615,KS,136962,7810,11419,372,125543,7438,245,2,988,,15,,327,,143,676,A
20200615,KY,295851,1266,12647,202,283204,1064,505,6,2433,383,0,63,969,,,3416,B
20200615,LA,518725,9393,47172,553,471553,8840,3018,4,,568,0,,,76,,37017,B
20200615,MA,717231,4521,105690,87,611541,4434,7647,23,10817,1026,15,253,,167,,88725,A+
20200615,MD,421108,5799,62032,331,359076,5468,2947,8,10222,745,57,292,,,,4567,B
20200615,ME,70971,1113,2810,17,68161,1096,101,1,317,31,3,11,,4,,2189,B
20200615,MI,824037,10539,66085,31,757952,10508,6017,1,,562,0,210,,139,,44964,A+
20200615,MN,422922,5212,30693,222,392229,4990,1335,6,3630,353,20,186,1121,,,26609,A
20200615,MO,279941,4452,16189,379,263752,4073,880,1,,612,0,,,64,,,B
20200615,MP,8169,0,30,0,8139,0,2,0,,,0,,,,,19,D
20200615,MS,230503,16450,19799,283,210704,16167,895,4,2680,661,15,163,,100,,15323,A
20200615,MT,60937,2030,609,8,60328,2022,19,0,78,7,1,,,,,510,C
20200615,NC,638479,11349,45102,983,593377,10366,1118,9,,797,0,,,,,29219,A
20200615,ND,87776,896,3101,21,84675,875,68,1,197,31,0,,,,,2683,F
20200615,NE,137755,1640,16725,92,121030,1548,216,0,1075,160,5,,,,,10121,D
20200615,NH,98873,2452,5345,46,93528,2406,320,2,519,69,6,,154,,,4041,B
20200615,NJ,1116083,18467,167103,222,948980,18245,12676,51,18755,1342,18,399,,267,,28819,A+
20200615,NM,263665,4671,9723,102,253942,4569,435,4,1625,162,0,,,,,4114,C
20200615,NV,216434,5823,11279,106,205155,5717,483,4,,346,0,85,,40,,636,A+
20200615,NY,2991210,56611,383944,620,2607266,55991,24579,28,89995,1608,0,470,,323,,68851,A
20200615,OH,557168,10948,41576,428,515592,10520,2573,16,6948,513,53,216,1776,157,,,B
20200615,OK,251004,186,8417,186,242587,0,359,0,1117,149,1,67,,,,6628,A+
20200615,OR,176136,2254,5820,184,170316,2070,180,4,899,125,24,50,,19,,2396,A+
20200615,PA,593030,9797,79121,323,513909,9474,6243,28,,851,0,,,178,,58549,A+
20200615,PR,119170,79,5890,79,113280,0,147,0,,104,0,8,,2,,,C
20200615,RI,135484,1787,16180,76,119304,1711,851,18,1882,127,29,21,,14,,1474,A+
20200615,SC,255557,7221,19378,583,236179,6638,602,2,1988,536,0,,,,,8682,A+
20200615,SD,66395,1076,5928,30,60467,1046,75,0,544,93,5,,,,,4961,B
20200615,TN,629978,14758,31160,728,598818,14030,483,8,2106,642,19,,,,,20062,B
20200615,TX,1314761,18778,89108,1254,1225653,17524,1983,7,,2326,0,,,,,59089,B
20200615,UT,272938,5225,14608,295,258330,4930,143,4,1041,184,13,72,304,,134,8380,B
20200615,VA,478999,9999,54886,380,424113,9619,1552,6,8132,902,-4,269,,130,,7230,A+
20200615,VI,2378,1,73,1,2305,0,6,0,,,0,,,,,64,C
20200615,VT,52557,1575,1128,1,51429,1574,55,0,,16,0,,,,,912,B
20200615,WA,443569,10675,27493,398,416076,10277,1217,4,3856,197,11,,,41,,,B
20200615,WI,428993,6287,25546,206,403447,6081,694,2,3061,284,12,100,680,,,16837,A+
20200615,WV,131953,754,2298,9,129655,745,88,0,,25,0,8,,2,,1585,B
20200615,WY,32606,-459,1060,0,31546,-459,18,0,93,4,0,,,,,834,C
20200614,AK,73467,1664,661,7,72806,1657,12,0,,11,0,,,1,,411,A
20200614,AL,297455,4203,25615,1014,271840,3189,773,0,2255,540,14,,675,,395,13508,B
20200614,AR,196989,9972,12501,954,184488,9018,179,3,998,204,19,,,46,162,8110,A
20200614,AS,174,0,0,0,174,0,0,0,,,0,,,,,,C
20200614,AZ,338045,9648,35691,1233,302354,8415,1186,3,4148,1457,33,452,,317,,6333,A+
20200614,CA,2801996,77603,148855,3212,2653141,74391,5063,74,,4247,0,1280,,,,,B
20200614,CO,244643,8182,29017,195,215626,7987,1348,0,5244,262,10,,,,,4178,A
20200614,CT,349106,4852,45088,94,304018,4758,4201,15,9912,205,0,,,,,7611,B
20200614,DC,64530,1494,9767,58,54763,1436,515,4,,186,0,71,,50,,1150,A+
20200614,DE,81787,1688,10264,35,71523,1653,496,1,,93,0,,,,,6172,A
20200614,FL,1409015,38602,75568,2016,1333447,36586,3022,6,12224,,69,,,,,,A
20200614,GA,620790,21110,57681,880,563109,20230,2451,5,9248,829,24,,2034,,,,A
20200614,GU,8543,0,185,0,8358,0,5,0,,,0,,,,,168,B
20200614,HI,60322,984,723,17,59599,967,17,0,89,,2,,,,,628,D
20200614,IA,224634,5026,23926,209,200708,4817,652,2,,203,0,77,,47,,14383,A+
20200614,ID,62980,322,3399,46,59581,276,87,0,266,22,1,6,98,,,2837,A
20200614,IL,1191846,22040,133404,672,1058442,21368,6489,19,,1914,0,562,,328,,,A
20200614,IN,348391,7754,39909,366,308482,7388,2422,9,6419,869,70,301,1360,113,,28522,A+
20200614,KS,129152,0,11047,0,118105,0,243,0,973,,0,,324,,143,667,A
20200614,KY,294585,0,12445,0,282140,0,499,0,2433,410,0,68,969,,,3409,B
20200614,LA,509332,4949,46619,336,462713,4613,3014,10,,556,0,,,76,,33904,B
20200614,MA,712710,9114,105603,208,607107,8906,7624,48,10802,1039,30,244,,156,,88725,A+
20200614,MD,415309,6551,61701,396,353608,6155,2939,13,10165,751,112,313,,,,4541,B
20200614,ME,69858,1508,2793,36,67065,1472,100,0,314,29,1,10,,5,,2173,B
20200614,MI,813498,14015,66054,218,747444,13797,6016,3,,636,0,253,,139,,44964,A+
20200614,MN,417710,0,30471,6,387239,-6,1329,15,3610,369,29,186,1110,,,26090,A
20200614,MO,275489,5693,15810,0,259679,5693,879,0,,647,0,,,65,,,B
20200614,MP,8169,233,30,0,8139,233,2,0,,,0,,,,,19,D
20200614,MS,214053,168,19516,168,194537,0,891,2,2665,667,21,151,,99,,13356,A
20200614,MT,58907,903,601,13,58306,890,19,1,77,6,0,,,,,510,C
20200614,NC,627130,15440,44119,1443,583011,13997,1109,5,,798,0,,,,,23653,A
20200614,ND,86880,1007,3080,22,83800,985,67,0,197,35,0,,,,,2658,F
20200614,NE,136115,1738,16633,120,119482,1618,216,0,1070,156,3,,,,,9879,D
20200614,NH,96421,2465,5299,48,91122,2417,318,3,513,70,10,,152,,,3905,B
20200614,NJ,1097616,19401,166881,276,930735,19125,12625,36,18737,1391,30,386,,285,,28714,A+
20200614,NM,258994,3710,9621,95,249373,3615,431,5,1625,172,0,,,,,4072,C
20200614,NV,210611,5731,11173,227,199438,5504,479,1,,332,0,83,,69,,627,A+
20200614,NY,2934599,62359,383324,694,2551275,61665,24551,24,89995,1657,0,499,,346,,68761,A
20200614,OH,546220,7322,41148,300,505072,7022,2557,3,6895,511,31,216,1762,145,,,B
20200614,OK,250818,4379,8231,158,242587,4221,359,0,1116,149,5,67,,,,6578,A+
20200614,OR,173882,3403,5636,101,168246,3302,176,2,875,133,0,47,,15,,2396,A+
20200614,PA,583233,8182,78798,336,504435,7846,6215,4,,852,0,,,189,,58310,A+
20200614,PR,119091,121,5811,121,113280,0,147,1,,110,0,6,,2,,,C
20200614,RI,133697,916,16104,32,117593,884,833,0,1853,141,0,28,,17,,1435,A+
20200614,SC,248336,6430,18795,840,229541,5590,600,1,1988,521,0,,,,,8682,A+
20200614,SD,65319,806,5898,65,59421,741,75,0,539,87,8,,,,,4899,B
20200614,TN,615220,13858,30432,891,584788,12967,475,3,2087,588,14,,,,,19896,B
20200614,TX,1295983,35664,87854,1843,1208129,33821,1976,19,,2287,0,,,,,58341,B
20200614,UT,267713,4931,14313,332,253400,4599,139,0,1028,178,16,,302,,134,8252,B
20200614,VA,469000,9007,54506,637,414494,8370,1546,5,8136,958,46,334,,155,,7178,A+
20200614,VI,2377,21,72,0,2305,21,6,0,,,0,,,,,64,C
20200614,VT,50982,1049,1127,2,49855,1047,55,0,,26,0,,,,,909,B
20200614,WA,432894,3760,27095,110,405799,3650,1213,9,3845,229,28,,,49,,,B
20200614,WI,422706,9218,25340,251,397366,8967,692,1,3049,289,14,101,680,,,16558,A+
20200614,WV,131199,3682,2289,30,128910,3652,88,0,,30,0,8,,2,,1571,B
20200614,WY,33065,10,1060,10,32005,0,18,0,93,5,0,,,,,834,C
20200613,AK,71803,923,654,29,71149,894,12,0,,12,0,,,2,,405,A
20200613,AL,293252,6867,24601,891,268651,5976,773,4,2241,622,39,,672,,395,13508,B
20200613,AR,187017,5895,11547,0,175470,5895,176,0,979,203,18,,,49,160,7607,A
20200613,AS,174,0,0,0,174,0,0,0,,,0,,,,,,C
20200613,AZ,328397,5618,34458,1540,293939,4078,1183,39,4115,1412,36,447,,309,,6209,A+
20200613,CA,2724393,62135,145643,3660,2578750,58475,4989,46,,4411,0,1313,,,,,B
20200613,CO,236461,2091,28822,175,207639,1916,1348,9,5234,274,177,,,,,4184,A
20200613,CT,344254,14000,44994,305,299260,13695,4186,27,9912,233,0,,,,,7611,B
20200613,DC,63036,1083,9709,55,53327,1028,511,5,,197,0,78,,52,,1143,A+
20200613,DE,80099,2405,10229,56,69870,2349,495,1,,93,0,,,,,6116,A
20200613,FL,1370413,34514,73552,2581,1296861,31933,3016,49,12155,,169,,,,,,A
20200613,GA,599680,7722,56801,1018,542879,6704,2446,28,9224,810,43,,2029,,,,A
20200613,GU,8543,16,185,1,8358,15,5,0,,,0,,,,,168,B
20200613,HI,59338,759,706,14,58632,745,17,0,87,,1,,,,,627,D
20200613,IA,219608,5064,23717,380,195891,4684,650,7,,200,0,76,,43,,14326,A+
20200613,ID,62658,1226,3353,51,59305,1175,87,1,265,24,0,5,98,,,2776,A
20200613,IL,1169806,21844,132732,673,1037074,21171,6470,29,,2117,0,610,,352,,,A
20200613,IN,340637,5457,39543,397,301094,5060,2413,17,6349,871,0,316,1354,118,,28241,A+
20200613,KS,129152,0,11047,0,118105,0,243,0,973,,0,,324,,143,667,A
20200613,KY,294585,13491,12445,500,282140,12991,499,6,2433,410,27,68,969,,,3409,B
20200613,LA,504383,24849,46283,1288,458100,23561,3004,8,,542,0,,,76,,33904,B
20200613,MA,703596,10237,105395,336,598201,9901,7576,38,10772,1069,46,249,,162,,88725,A+
20200613,MD,408758,8663,61305,692,347453,7971,2926,26,10053,799,130,321,,,,4536,B
20200613,ME,68350,1463,2757,36,65593,1427,100,0,313,29,5,10,,4,,2152,B
20200613,MI,799483,13196,65836,164,733647,13032,6013,23,,636,0,253,,139,,44964,A+
20200613,MN,417710,9658,30465,2,387245,9656,1314,9,3581,390,24,191,1104,,,25620,A
20200613,MO,269796,4661,15810,225,253986,4436,879,7,,595,0,,,69,,,B
20200613,MP,7936,174,30,0,7906,174,2,0,,,0,,,,,19,D
20200613,MS,213885,-608,19348,257,194537,-865,889,8,2644,684,1,160,,103,,13356,A
20200613,MT,58004,982,588,15,57416,967,18,0,77,7,0,,,,,510,C
20200613,NC,611690,15993,42676,1427,569014,14566,1104,12,,823,0,,,,,23653,A
20200613,ND,85873,1709,3058,42,82815,1667,67,0,197,35,0,,,,,2630,F
20200613,NE,134377,3604,16513,198,117864,3406,216,4,1067,157,38,,,,,9610,D
20200613,NH,93956,2039,5251,42,88705,1997,315,7,503,76,-1,,149,,,3843,B
20200613,NJ,1078215,22819,166605,441,911610,22378,12589,100,18707,1395,100,409,,279,,28606,A+
20200613,NM,255284,0,9526,0,245758,0,426,0,1625,179,0,,,,,3983,C
20200613,NV,204880,5433,10946,268,193934,5165,478,3,,351,0,81,,43,,627,A+
20200613,NY,2872240,70840,382630,916,2489610,69924,24527,32,89995,1734,0,517,,360,,68584,A
20200613,OH,538898,15180,40848,424,498050,14756,2554,46,6864,516,50,230,1754,152,,,B
20200613,OK,246439,225,8073,225,238366,0,359,0,1111,154,8,67,,,,6495,A+
20200613,OR,170479,4290,5535,158,164944,4132,174,1,875,133,0,47,,15,,2396,A+
20200613,PA,575051,8667,78462,463,496589,8204,6211,49,,875,0,,,192,,58061,A+
20200613,PR,118970,154,5690,154,113280,0,146,0,,117,0,4,,3,,,C
20200613,RI,132781,1275,16072,49,116709,1226,833,0,1853,141,0,28,,17,,1435,A+
20200613,SC,241906,5847,17955,785,223951,5062,599,6,1988,523,0,,,,,8682,A+
20200613,SD,64513,1508,5833,91,58680,1417,75,1,531,85,6,,,,,4828,B
20200613,TN,601362,11189,29541,415,571821,10774,472,4,2073,583,24,,,,,19731,B
20200613,TX,1260319,33362,86011,2331,1174308,31031,1957,18,,2242,0,,,,,56535,B
20200613,UT,262782,3996,13981,404,248801,3592,139,0,1012,236,24,,300,,132,8114,B
20200613,VA,459993,9463,53869,658,406124,8805,1541,7,8090,959,62,295,,142,,7131,A+
20200613,VI,2356,63,72,0,2284,63,6,0,,,0,,,,,64,C
